Column1,Employee Code,Date,Time,Column5,Attendance Code,Column7,Column8
,20,11/6/2026,7:03:37 AM,1,0,1,0
,31,11/6/2026,7:17:58 AM,1,0,1,0
,78,11/6/2026,7:26:13 AM,1,0,1,0
,49,11/6/2026,7:34:55 AM,1,0,1,0
,89,11/6/2026,7:42:59 AM,1,0,1,0
,79,11/6/2026,7:55:03 AM,1,0,1,0
,30,11/6/2026,8:00:00 AM,1,0,1,0
,59,11/6/2026,8:00:06 AM,1,0,1,0
,48,11/6/2026,8:00:11 AM,1,0,1,0
,50,11/6/2026,8:01:42 AM,1,0,1,0
,81,11/6/2026,8:02:28 AM,1,0,1,0
,27,11/6/2026,8:03:16 AM,1,0,1,0
,19,11/6/2026,8:03:58 AM,1,0,1,0
,86,11/6/2026,8:06:56 AM,1,0,1,0
,62,11/6/2026,8:08:15 AM,1,0,1,0
,92,11/6/2026,8:13:42 AM,1,0,1,0
,76,11/6/2026,8:13:54 AM,1,0,1,0
,8,11/6/2026,8:14:59 AM,1,0,1,0
,34,11/6/2026,8:16:15 AM,1,0,1,0
,36,11/6/2026,8:16:53 AM,1,0,1,0
,91,11/6/2026,8:17:49 AM,1,0,1,0
,71,11/6/2026,8:18:08 AM,1,0,1,0
,68,11/6/2026,8:18:13 AM,1,0,1,0
,69,11/6/2026,8:18:27 AM,1,0,1,0
,56,11/6/2026,8:18:38 AM,1,0,1,0
,87,11/6/2026,8:23:13 AM,1,0,1,0
,46,11/6/2026,8:39:01 AM,1,0,1,0
,73,11/6/2026,8:43:57 AM,1,0,1,0
,38,11/6/2026,8:56:10 AM,1,0,1,0
,37,11/6/2026,8:57:15 AM,1,0,1,0
,25,11/6/2026,9:40:13 AM,1,0,1,0
,47,11/6/2026,9:41:28 AM,1,0,1,0
,82,11/6/2026,12:40:39 PM,1,0,1,0
,79,11/6/2026,2:32:08 PM,1,1,1,0
,71,11/6/2026,5:00:57 PM,1,1,1,0
,92,11/6/2026,5:01:56 PM,1,1,1,0
,48,11/6/2026,5:02:34 PM,1,1,1,0
,20,11/6/2026,5:03:39 PM,1,1,1,0
,87,11/6/2026,5:03:50 PM,1,1,1,0
,69,11/6/2026,5:05:13 PM,1,1,1,0
,27,11/6/2026,5:05:26 PM,1,1,1,0
,36,11/6/2026,5:06:54 PM,1,1,1,0
,50,11/6/2026,5:07:01 PM,1,1,1,0
,31,11/6/2026,5:07:13 PM,1,1,1,0
,89,11/6/2026,5:07:58 PM,1,1,1,0
,73,11/6/2026,5:08:15 PM,1,1,1,0
,81,11/6/2026,5:08:28 PM,1,1,1,0
,62,11/6/2026,5:08:34 PM,1,1,1,0
,49,11/6/2026,5:08:39 PM,1,1,1,0
,78,11/6/2026,5:08:44 PM,1,1,1,0
,68,11/6/2026,5:11:14 PM,1,1,1,0
,56,11/6/2026,5:11:29 PM,1,1,1,0
,8,11/6/2026,5:12:01 PM,1,1,1,0
,19,11/6/2026,5:13:17 PM,1,1,1,0
,34,11/6/2026,5:13:22 PM,1,1,1,0
,91,11/6/2026,5:14:26 PM,1,1,1,0
,76,11/6/2026,5:14:33 PM,1,1,1,0
,86,11/6/2026,5:20:48 PM,1,1,1,0
,46,11/6/2026,5:22:38 PM,1,1,1,0
,37,11/6/2026,5:27:00 PM,1,1,1,0
,38,11/6/2026,5:27:18 PM,1,1,1,0
,82,11/6/2026,5:35:46 PM,1,1,1,0
,30,11/6/2026,6:23:49 PM,1,1,1,0
,47,11/6/2026,6:24:16 PM,1,1,1,0
,25,11/6/2026,6:24:46 PM,1,1,1,0
,74,13/06/2026,6:44:26 AM,1,0,1,0
,74,13/06/2026,6:44:32 AM,1,0,1,0
,20,13/06/2026,7:10:49 AM,1,0,1,0
,79,13/06/2026,7:38:55 AM,1,0,1,0
,39,13/06/2026,7:40:02 AM,1,0,1,0
,48,13/06/2026,7:40:52 AM,1,0,1,0
,71,13/06/2026,7:43:28 AM,1,0,1,0
,89,13/06/2026,7:45:44 AM,1,0,1,0
,78,13/06/2026,7:49:02 AM,1,0,1,0
,19,13/06/2026,7:52:49 AM,1,0,1,0
,30,13/06/2026,7:57:16 AM,1,0,1,0
,49,13/06/2026,7:57:44 AM,1,0,1,0
,50,13/06/2026,7:57:58 AM,1,0,1,0
,81,13/06/2026,7:59:10 AM,1,0,1,0
,27,13/06/2026,8:02:18 AM,1,0,1,0
,76,13/06/2026,8:03:50 AM,1,0,1,0
,62,13/06/2026,8:03:57 AM,1,0,1,0
,34,13/06/2026,8:05:17 AM,1,0,1,0
,69,13/06/2026,8:07:31 AM,1,0,1,0
,92,13/06/2026,8:08:23 AM,1,0,1,0
,59,13/06/2026,8:09:14 AM,1,0,1,0
,68,13/06/2026,8:12:17 AM,1,0,1,0
,56,13/06/2026,8:12:29 AM,1,0,1,0
,70,13/06/2026,8:14:12 AM,1,0,1,0
,31,13/06/2026,8:17:23 AM,1,0,1,0
,36,13/06/2026,8:19:53 AM,1,0,1,0
,87,13/06/2026,8:25:55 AM,1,0,1,0
,8,13/06/2026,8:36:25 AM,1,0,1,0
,46,13/06/2026,8:38:07 AM,1,0,1,0
,86,13/06/2026,8:38:17 AM,1,0,1,0
,38,13/06/2026,8:41:26 AM,1,0,1,0
,37,13/06/2026,8:41:44 AM,1,0,1,0
,73,13/06/2026,1:00:56 PM,1,0,1,0
,47,13/06/2026,1:18:15 PM,1,0,1,0
,86,13/06/2026,4:02:43 PM,1,1,1,0
,74,13/06/2026,4:11:01 PM,1,1,1,0
,49,13/06/2026,5:00:02 PM,1,1,1,0
,39,13/06/2026,5:00:07 PM,1,1,1,0
,79,13/06/2026,5:00:12 PM,1,1,1,0
,78,13/06/2026,5:00:17 PM,1,1,1,0
,62,13/06/2026,5:00:21 PM,1,1,1,0
,59,13/06/2026,5:00:25 PM,1,1,1,0
,81,13/06/2026,5:00:30 PM,1,1,1,0
,76,13/06/2026,5:00:35 PM,1,1,1,0
,27,13/06/2026,5:00:41 PM,1,1,1,0
,19,13/06/2026,5:00:44 PM,1,1,1,0
,34,13/06/2026,5:00:52 PM,1,1,1,0
,89,13/06/2026,5:00:56 PM,1,1,1,0
,73,13/06/2026,5:01:01 PM,1,1,1,0
,56,13/06/2026,5:01:06 PM,1,1,1,0
,71,13/06/2026,5:01:10 PM,1,1,1,0
,69,13/06/2026,5:01:15 PM,1,1,1,0
,68,13/06/2026,5:01:20 PM,1,1,1,0
,48,13/06/2026,5:01:25 PM,1,1,1,0
,36,13/06/2026,5:01:30 PM,1,1,1,0
,70,13/06/2026,5:01:37 PM,1,1,1,0
,20,13/06/2026,5:01:43 PM,1,1,1,0
,46,13/06/2026,5:04:19 PM,1,1,1,0
,37,13/06/2026,5:04:24 PM,1,1,1,0
,50,13/06/2026,5:04:29 PM,1,1,1,0
,50,13/06/2026,5:04:33 PM,1,1,1,0
,38,13/06/2026,5:07:38 PM,1,1,1,0
,30,13/06/2026,5:12:59 PM,1,1,1,0
,31,13/06/2026,5:15:49 PM,1,1,1,0
,87,13/06/2026,5:17:26 PM,1,1,1,0
,47,13/06/2026,5:32:17 PM,1,1,1,0
,30,15/06/2026,6:51:02 AM,1,0,1,0
,74,15/06/2026,6:56:31 AM,1,0,1,0
,20,15/06/2026,7:02:27 AM,1,0,1,0
,78,15/06/2026,7:38:35 AM,1,0,1,0
,89,15/06/2026,7:42:12 AM,1,0,1,0
,59,15/06/2026,7:49:37 AM,1,0,1,0
,61,15/06/2026,7:50:25 AM,1,0,1,0
,19,15/06/2026,7:51:08 AM,1,0,1,0
,79,15/06/2026,7:51:20 AM,1,0,1,0
,76,15/06/2026,7:51:36 AM,1,0,1,0
,39,15/06/2026,7:57:15 AM,1,0,1,0
,83,15/06/2026,7:57:20 AM,1,0,1,0
,81,15/06/2026,7:58:10 AM,1,0,1,0
,34,15/06/2026,8:01:55 AM,1,0,1,0
,39,15/06/2026,8:03:00 AM,1,0,1,0
,39,15/06/2026,8:03:25 AM,1,0,1,0
,83,15/06/2026,8:03:34 AM,1,0,1,0
,83,15/06/2026,8:03:39 AM,1,0,1,0
,31,15/06/2026,8:06:11 AM,1,0,1,0
,69,15/06/2026,8:07:45 AM,1,0,1,0
,62,15/06/2026,8:08:12 AM,1,0,1,0
,68,15/06/2026,8:08:23 AM,1,0,1,0
,56,15/06/2026,8:08:50 AM,1,0,1,0
,27,15/06/2026,8:09:18 AM,1,0,1,0
,50,15/06/2026,8:09:34 AM,1,0,1,0
,91,15/06/2026,8:11:51 AM,1,0,1,0
,49,15/06/2026,8:13:50 AM,1,0,1,0
,71,15/06/2026,8:19:36 AM,1,0,1,0
,73,15/06/2026,8:20:09 AM,1,0,1,0
,70,15/06/2026,8:23:13 AM,1,0,1,0
,87,15/06/2026,8:23:24 AM,1,0,1,0
,8,15/06/2026,8:23:51 AM,1,0,1,0
,38,15/06/2026,9:02:46 AM,1,0,1,0
,37,15/06/2026,9:03:08 AM,1,0,1,0
,82,15/06/2026,9:21:35 AM,1,0,1,0
,46,15/06/2026,9:22:54 AM,1,0,1,0
,25,15/06/2026,9:26:23 AM,1,0,1,0
,47,15/06/2026,9:27:32 AM,1,0,1,0
,92,15/06/2026,1:07:11 PM,1,0,1,0
,74,15/06/2026,4:03:26 PM,1,1,1,0
,49,15/06/2026,5:00:04 PM,1,1,1,0
,79,15/06/2026,5:00:22 PM,1,1,1,0
,62,15/06/2026,5:00:28 PM,1,1,1,0
,78,15/06/2026,5:00:34 PM,1,1,1,0
,59,15/06/2026,5:00:38 PM,1,1,1,0
,39,15/06/2026,5:00:44 PM,1,1,1,0
,83,15/06/2026,5:00:52 PM,1,1,1,0
,70,15/06/2026,5:01:19 PM,1,1,1,0
,81,15/06/2026,5:01:42 PM,1,1,1,0
,34,15/06/2026,5:01:48 PM,1,1,1,0
,19,15/06/2026,5:01:53 PM,1,1,1,0
,61,15/06/2026,5:02:06 PM,1,1,1,0
,73,15/06/2026,5:02:11 PM,1,1,1,0
,89,15/06/2026,5:02:16 PM,1,1,1,0
,87,15/06/2026,5:02:21 PM,1,1,1,0
,92,15/06/2026,5:03:04 PM,1,1,1,0
,56,15/06/2026,5:03:10 PM,1,1,1,0
,27,15/06/2026,5:03:19 PM,1,1,1,0
,20,15/06/2026,5:03:34 PM,1,1,1,0
,50,15/06/2026,5:03:40 PM,1,1,1,0
,68,15/06/2026,5:04:12 PM,1,1,1,0
,91,15/06/2026,5:04:19 PM,1,1,1,0
,76,15/06/2026,5:04:25 PM,1,1,1,0
,69,15/06/2026,5:04:44 PM,1,1,1,0
,8,15/06/2026,5:05:20 PM,1,1,1,0
,46,15/06/2026,5:05:57 PM,1,1,1,0
,31,15/06/2026,5:06:07 PM,1,1,1,0
,37,15/06/2026,5:22:10 PM,1,1,1,0
,38,15/06/2026,5:22:21 PM,1,1,1,0
,71,15/06/2026,5:24:07 PM,1,1,1,0
,82,15/06/2026,5:44:42 PM,1,1,1,0
,47,15/06/2026,5:59:38 PM,1,1,1,0
,30,15/06/2026,6:00:22 PM,1,1,1,0
,25,15/06/2026,6:14:53 PM,1,1,1,0
,74,16/06/2026,7:09:21 AM,1,0,1,0
,79,16/06/2026,7:42:12 AM,1,0,1,0
,86,16/06/2026,7:45:11 AM,1,0,1,0
,89,16/06/2026,7:48:08 AM,1,0,1,0
,83,16/06/2026,7:53:59 AM,1,0,1,0
,39,16/06/2026,7:54:11 AM,1,0,1,0
,59,16/06/2026,7:54:14 AM,1,0,1,0
,76,16/06/2026,7:54:33 AM,1,0,1,0
,49,16/06/2026,7:55:07 AM,1,0,1,0
,62,16/06/2026,7:55:26 AM,1,0,1,0
,30,16/06/2026,7:56:06 AM,1,0,1,0
,20,16/06/2026,7:56:15 AM,1,0,1,0
,91,16/06/2026,8:03:29 AM,1,0,1,0
,50,16/06/2026,8:03:37 AM,1,0,1,0
,50,16/06/2026,8:03:42 AM,1,0,1,0
,92,16/06/2026,8:04:44 AM,1,0,1,0
,68,16/06/2026,8:05:18 AM,1,0,1,0
,61,16/06/2026,8:05:32 AM,1,0,1,0
,56,16/06/2026,8:05:53 AM,1,0,1,0
,36,16/06/2026,8:05:59 AM,1,0,1,0
,27,16/06/2026,8:06:20 AM,1,0,1,0
,34,16/06/2026,8:06:32 AM,1,0,1,0
,71,16/06/2026,8:09:12 AM,1,0,1,0
,69,16/06/2026,8:12:22 AM,1,0,1,0
,19,16/06/2026,8:14:19 AM,1,0,1,0
,31,16/06/2026,8:17:48 AM,1,0,1,0
,87,16/06/2026,8:19:22 AM,1,0,1,0
,8,16/06/2026,8:26:13 AM,1,0,1,0
,46,16/06/2026,8:31:44 AM,1,0,1,0
,81,16/06/2026,8:37:15 AM,1,0,1,0
,73,16/06/2026,8:39:54 AM,1,0,1,0
,38,16/06/2026,8:44:17 AM,1,0,1,0
,37,16/06/2026,8:44:32 AM,1,0,1,0
,25,16/06/2026,9:25:34 AM,1,0,1,0
,47,16/06/2026,9:26:44 AM,1,0,1,0
,8,16/06/2026,2:49:52 PM,1,1,1,0
,74,16/06/2026,4:05:40 PM,1,1,1,0
,86,16/06/2026,4:43:27 PM,1,1,1,0
,49,16/06/2026,5:00:53 PM,1,1,1,0
,79,16/06/2026,5:00:59 PM,1,1,1,0
,62,16/06/2026,5:01:09 PM,1,1,1,0
,78,16/06/2026,5:01:16 PM,1,1,1,0
,39,16/06/2026,5:01:47 PM,1,1,1,0
,83,16/06/2026,5:01:52 PM,1,1,1,0
,81,16/06/2026,5:02:57 PM,1,1,1,0
,19,16/06/2026,5:03:02 PM,1,1,1,0
,61,16/06/2026,5:03:07 PM,1,1,1,0
,20,16/06/2026,5:03:16 PM,1,1,1,0
,76,16/06/2026,5:03:22 PM,1,1,1,0
,91,16/06/2026,5:03:30 PM,1,1,1,0
,59,16/06/2026,5:03:52 PM,1,1,1,0
,34,16/06/2026,5:03:59 PM,1,1,1,0
,71,16/06/2026,5:04:09 PM,1,4,1,0
,73,16/06/2026,5:04:09 PM,1,4,1,0
,50,16/06/2026,5:04:09 PM,1,4,1,0
,89,16/06/2026,5:04:10 PM,1,4,1,0
,36,16/06/2026,5:04:10 PM,1,4,1,0
,31,16/06/2026,5:04:10 PM,1,4,1,0
,37,16/06/2026,5:04:11 PM,1,4,1,0
,38,16/06/2026,5:04:11 PM,1,4,1,0
,27,16/06/2026,5:04:11 PM,1,1,1,0
,56,16/06/2026,5:04:19 PM,1,1,1,0
,68,16/06/2026,5:04:24 PM,1,1,1,0
,69,16/06/2026,5:04:37 PM,1,1,1,0
,87,16/06/2026,5:08:43 PM,1,1,1,0
,92,16/06/2026,5:16:00 PM,1,1,1,0
,46,16/06/2026,5:39:24 PM,1,1,1,0
,30,16/06/2026,7:03:55 PM,1,1,1,0
,47,16/06/2026,7:07:35 PM,1,1,1,0
,25,16/06/2026,7:08:03 PM,1,1,1,0
,71,16/06/2026,10:00:03 PM,1,5,1,0
,73,16/06/2026,10:00:11 PM,1,5,1,0
,50,16/06/2026,10:00:16 PM,1,5,1,0
,50,16/06/2026,10:00:21 PM,1,5,1,0
,89,16/06/2026,10:00:25 PM,1,5,1,0
,36,16/06/2026,10:00:30 PM,1,5,1,0
,31,16/06/2026,10:00:35 PM,1,5,1,0
,37,16/06/2026,10:00:52 PM,1,5,1,0
,38,16/06/2026,10:01:02 PM,1,5,1,0
,74,17/06/2026,6:56:41 AM,1,0,1,0
,39,17/06/2026,7:30:08 AM,1,0,1,0
,83,17/06/2026,7:30:13 AM,1,0,1,0
,70,17/06/2026,7:32:14 AM,1,0,1,0
,78,17/06/2026,7:36:20 AM,1,0,1,0
,20,17/06/2026,7:38:13 AM,1,0,1,0
,19,17/06/2026,7:40:35 AM,1,0,1,0
,48,17/06/2026,7:41:18 AM,1,0,1,0
,89,17/06/2026,7:44:18 AM,1,0,1,0
,71,17/06/2026,7:52:45 AM,1,0,1,0
,79,17/06/2026,7:56:15 AM,1,0,1,0
,49,17/06/2026,7:56:51 AM,1,0,1,0
,59,17/06/2026,7:59:50 AM,1,0,1,0
,30,17/06/2026,8:01:23 AM,1,0,1,0
,36,17/06/2026,8:02:20 AM,1,0,1,0
,81,17/06/2026,8:03:49 AM,1,0,1,0
,76,17/06/2026,8:04:11 AM,1,0,1,0
,50,17/06/2026,8:05:05 AM,1,0,1,0
,50,17/06/2026,8:05:15 AM,1,0,1,0
,61,17/06/2026,8:08:03 AM,1,0,1,0
,86,17/06/2026,8:10:44 AM,1,0,1,0
,91,17/06/2026,8:13:01 AM,1,0,1,0
,62,17/06/2026,8:16:07 AM,1,0,1,0
,31,17/06/2026,8:17:03 AM,1,0,1,0
,87,17/06/2026,8:19:28 AM,1,0,1,0
,8,17/06/2026,8:28:43 AM,1,0,1,0
,92,17/06/2026,8:35:28 AM,1,0,1,0
,69,17/06/2026,8:37:43 AM,1,0,1,0
,68,17/06/2026,8:39:28 AM,1,0,1,0
,56,17/06/2026,8:39:33 AM,1,0,1,0
,73,17/06/2026,8:46:55 AM,1,0,1,0
,38,17/06/2026,8:51:55 AM,1,0,1,0
,37,17/06/2026,8:52:12 AM,1,0,1,0
,27,17/06/2026,8:53:26 AM,1,0,1,0
,25,17/06/2026,9:15:47 AM,1,0,1,0
,47,17/06/2026,9:17:23 AM,1,0,1,0
,66,17/06/2026,11:46:32 AM,1,0,1,0
,66,17/06/2026,1:11:32 PM,1,0,1,0
,66,17/06/2026,1:11:57 PM,1,1,1,0
,66,17/06/2026,1:12:17 PM,1,4,1,0
,66,17/06/2026,1:12:32 PM,1,5,1,0
,66,17/06/2026,1:14:25 PM,1,0,1,0
,66,17/06/2026,1:14:34 PM,1,1,1,0
,66,17/06/2026,1:14:55 PM,1,4,1,0
,66,17/06/2026,1:15:01 PM,1,5,1,0
,74,17/06/2026,4:05:18 PM,1,0,1,0
,62,17/06/2026,4:58:39 PM,1,0,1,0
,62,17/06/2026,5:00:03 PM,1,0,1,0
,62,17/06/2026,5:00:12 PM,1,0,1,0
,79,17/06/2026,5:00:30 PM,1,1,1,0
,78,17/06/2026,5:00:43 PM,1,0,1,0
,49,17/06/2026,5:00:53 PM,1,1,1,0
,31,17/06/2026,5:01:04 PM,1,1,1,0
,87,17/06/2026,5:01:18 PM,1,1,1,0
,39,17/06/2026,5:01:26 PM,1,0,1,0
,39,17/06/2026,5:01:34 PM,1,0,1,0
,83,17/06/2026,5:01:39 PM,1,0,1,0
,19,17/06/2026,5:01:53 PM,1,1,1,0
,69,17/06/2026,5:02:06 PM,1,1,1,0
,70,17/06/2026,5:03:10 PM,1,1,1,0
,56,17/06/2026,5:03:19 PM,1,1,1,0
,59,17/06/2026,5:03:44 PM,1,1,1,0
,27,17/06/2026,5:03:57 PM,1,1,1,0
,68,17/06/2026,5:04:05 PM,1,1,1,0
,91,17/06/2026,5:04:29 PM,1,1,1,0
,76,17/06/2026,5:04:52 PM,1,0,1,0
,20,17/06/2026,5:05:14 PM,1,1,1,0
,81,17/06/2026,5:05:58 PM,1,1,1,0
,61,17/06/2026,5:06:25 PM,1,1,1,0
,8,17/06/2026,5:06:46 PM,1,0,1,0
,92,17/06/2026,5:08:28 PM,1,1,1,0
,8,17/06/2026,5:10:07 PM,1,0,1,0
,8,17/06/2026,5:10:17 PM,1,4,1,0
,73,17/06/2026,5:11:46 PM,1,1,1,0
,73,17/06/2026,5:11:54 PM,1,4,1,0
,50,17/06/2026,5:12:06 PM,1,1,1,0
,50,17/06/2026,5:12:09 PM,1,4,1,0
,71,17/06/2026,5:12:20 PM,1,1,1,0
,71,17/06/2026,5:12:23 PM,1,4,1,0
,36,17/06/2026,5:12:32 PM,1,1,1,0
,36,17/06/2026,5:12:38 PM,1,4,1,0
,89,17/06/2026,5:12:49 PM,1,4,1,0
,89,17/06/2026,5:12:58 PM,1,4,1,0
,86,17/06/2026,5:41:31 PM,1,4,1,0
,30,17/06/2026,7:09:52 PM,1,1,1,0
,30,17/06/2026,7:09:59 PM,1,1,1,0
,47,17/06/2026,7:38:57 PM,1,1,1,0
,25,17/06/2026,7:39:35 PM,1,1,1,0
,48,17/06/2026,10:00:08 PM,1,0,1,0
,48,17/06/2026,10:00:18 PM,1,1,1,0
,71,17/06/2026,10:00:25 PM,1,5,1,0
,89,17/06/2026,10:00:30 PM,1,5,1,0
,89,17/06/2026,10:00:37 PM,1,5,1,0
,73,17/06/2026,10:00:49 PM,1,5,1,0
,36,17/06/2026,10:00:56 PM,1,5,1,0
,50,17/06/2026,10:01:18 PM,1,5,1,0
,37,17/06/2026,10:01:51 PM,1,5,1,0
,37,17/06/2026,10:01:59 PM,1,5,1,0
,38,17/06/2026,10:02:24 PM,1,5,1,0
,74,18/06/2026,7:05:42 AM,1,0,1,0
,20,18/06/2026,7:18:09 AM,1,0,1,0
,49,18/06/2026,7:24:20 AM,1,0,1,0
,70,18/06/2026,7:34:57 AM,1,0,1,0
,89,18/06/2026,7:38:43 AM,1,0,1,0
,30,18/06/2026,7:49:11 AM,1,0,1,0
,78,18/06/2026,7:50:36 AM,1,0,1,0
,48,18/06/2026,7:53:00 AM,1,0,1,0
,79,18/06/2026,7:53:16 AM,1,0,1,0
,19,18/06/2026,7:54:07 AM,1,0,1,0
,69,18/06/2026,8:01:29 AM,1,0,1,0
,59,18/06/2026,8:02:23 AM,1,0,1,0
,76,18/06/2026,8:06:34 AM,1,0,1,0
,83,18/06/2026,8:06:41 AM,1,0,1,0
,39,18/06/2026,8:07:07 AM,1,0,1,0
,68,18/06/2026,8:07:24 AM,1,0,1,0
,68,18/06/2026,8:07:35 AM,1,0,1,0
,56,18/06/2026,8:07:43 AM,1,0,1,0
,61,18/06/2026,8:07:59 AM,1,0,1,0
,81,18/06/2026,8:08:58 AM,1,0,1,0
,50,18/06/2026,8:09:28 AM,1,0,1,0
,62,18/06/2026,8:11:15 AM,1,0,1,0
,91,18/06/2026,8:12:35 AM,1,0,1,0
,27,18/06/2026,8:13:14 AM,1,0,1,0
,34,18/06/2026,8:13:27 AM,1,0,1,0
,36,18/06/2026,8:14:18 AM,1,0,1,0
,92,18/06/2026,8:18:18 AM,1,0,1,0
,71,18/06/2026,8:20:19 AM,1,0,1,0
,8,18/06/2026,8:22:44 AM,1,0,1,0
,8,18/06/2026,8:22:50 AM,1,0,1,0
,87,18/06/2026,8:28:22 AM,1,0,1,0
,46,18/06/2026,8:37:21 AM,1,0,1,0
,38,18/06/2026,8:44:20 AM,1,0,1,0
,37,18/06/2026,8:44:52 AM,1,0,1,0
,73,18/06/2026,8:52:56 AM,1,0,1,0
,25,18/06/2026,9:32:34 AM,1,0,1,0
,47,18/06/2026,9:33:35 AM,1,0,1,0
,66,18/06/2026,9:34:57 AM,1,0,1,0
,66,18/06/2026,9:35:06 AM,1,0,1,0
,66,18/06/2026,9:35:17 AM,1,4,1,0
,66,18/06/2026,9:35:27 AM,1,5,1,0
,66,18/06/2026,9:41:05 AM,1,0,1,0
,66,18/06/2026,9:41:10 AM,1,1,1,0
,66,18/06/2026,9:41:17 AM,1,4,1,0
,66,18/06/2026,9:41:23 AM,1,5,1,0
,66,18/06/2026,9:43:30 AM,1,0,1,0
,66,18/06/2026,9:43:34 AM,1,1,1,0
,66,18/06/2026,9:43:41 AM,1,4,1,0
,66,18/06/2026,9:43:46 AM,1,5,1,0
,71,18/06/2026,12:03:47 PM,1,1,1,0
,74,18/06/2026,4:04:29 PM,1,1,1,0
,49,18/06/2026,5:00:05 PM,1,1,1,0
,78,18/06/2026,5:00:12 PM,1,1,1,0
,62,18/06/2026,5:00:18 PM,1,1,1,0
,39,18/06/2026,5:00:23 PM,1,1,1,0
,79,18/06/2026,5:00:33 PM,1,1,1,0
,61,18/06/2026,5:00:41 PM,1,1,1,0
,83,18/06/2026,5:00:48 PM,1,1,1,0
,34,18/06/2026,5:00:56 PM,1,1,1,0
,19,18/06/2026,5:01:17 PM,1,1,1,0
,69,18/06/2026,5:01:28 PM,1,1,1,0
,81,18/06/2026,5:01:37 PM,1,1,1,0
,91,18/06/2026,5:01:43 PM,1,1,1,0
,59,18/06/2026,5:01:50 PM,1,1,1,0
,48,18/06/2026,5:01:57 PM,1,1,1,0
,39,18/06/2026,5:02:03 PM,1,1,1,0
,76,18/06/2026,5:02:10 PM,1,1,1,0
,89,18/06/2026,5:02:30 PM,1,1,1,0
,50,18/06/2026,5:02:52 PM,1,1,1,0
,73,18/06/2026,5:03:00 PM,1,1,1,0
,70,18/06/2026,5:03:09 PM,1,1,1,0
,36,18/06/2026,5:03:17 PM,1,1,1,0
,27,18/06/2026,5:03:36 PM,1,1,1,0
,56,18/06/2026,5:03:53 PM,1,1,1,0
,68,18/06/2026,5:04:03 PM,1,1,1,0
,20,18/06/2026,5:04:23 PM,1,1,1,0
,87,18/06/2026,5:04:58 PM,1,1,1,0
,38,18/06/2026,5:05:08 PM,1,1,1,0
,37,18/06/2026,5:06:57 PM,1,1,1,0
,46,18/06/2026,5:08:05 PM,1,1,1,0
,92,18/06/2026,5:08:16 PM,1,1,1,0
,8,18/06/2026,5:10:33 PM,1,0,1,0
,47,18/06/2026,6:01:14 PM,1,1,1,0
,25,18/06/2026,6:01:54 PM,1,1,1,0
,30,18/06/2026,6:02:18 PM,1,1,1,0
,86,18/06/2026,6:02:26 PM,1,1,1,0
,74,19/06/2026,6:58:58 AM,1,0,1,0
,39,19/06/2026,7:25:19 AM,1,0,1,0
,20,19/06/2026,7:30:35 AM,1,0,1,0
,78,19/06/2026,7:34:07 AM,1,0,1,0
,31,19/06/2026,7:36:01 AM,1,0,1,0
,49,19/06/2026,7:37:08 AM,1,0,1,0
,70,19/06/2026,7:37:27 AM,1,0,1,0
,48,19/06/2026,7:41:52 AM,1,0,1,0
,27,19/06/2026,7:46:28 AM,1,0,1,0
,89,19/06/2026,7:50:46 AM,1,0,1,0
,86,19/06/2026,7:56:10 AM,1,0,1,0
,59,19/06/2026,7:56:45 AM,1,0,1,0
,79,19/06/2026,7:56:53 AM,1,0,1,0
,19,19/06/2026,7:58:48 AM,1,0,1,0
,30,19/06/2026,8:02:35 AM,1,0,1,0
,61,19/06/2026,8:02:49 AM,1,0,1,0
,76,19/06/2026,8:05:32 AM,1,0,1,0
,62,19/06/2026,8:07:27 AM,1,0,1,0
,8,19/06/2026,8:11:25 AM,1,0,1,0
,36,19/06/2026,8:11:30 AM,1,0,1,0
,91,19/06/2026,8:11:52 AM,1,0,1,0
,50,19/06/2026,8:14:53 AM,1,0,1,0
,81,19/06/2026,8:15:06 AM,1,0,1,0
,68,19/06/2026,8:19:48 AM,1,0,1,0
,56,19/06/2026,8:19:57 AM,1,0,1,0
,92,19/06/2026,8:20:10 AM,1,0,1,0
,73,19/06/2026,8:22:50 AM,1,0,1,0
,87,19/06/2026,8:29:34 AM,1,0,1,0
,83,19/06/2026,8:41:59 AM,1,0,1,0
,38,19/06/2026,8:42:11 AM,1,0,1,0
,37,19/06/2026,8:42:19 AM,1,0,1,0
,46,19/06/2026,8:45:11 AM,1,0,1,0
,25,19/06/2026,9:20:10 AM,1,0,1,0
,47,19/06/2026,9:21:17 AM,1,0,1,0
,82,19/06/2026,9:21:24 AM,1,0,1,0
,82,19/06/2026,9:21:26 AM,1,0,1,0
,34,19/06/2026,10:13:29 AM,1,0,1,0
,46,19/06/2026,3:13:36 PM,1,1,1,0
,74,19/06/2026,4:05:02 PM,1,1,1,0
,89,19/06/2026,5:00:06 PM,1,1,1,0
,73,19/06/2026,5:00:14 PM,1,1,1,0
,62,19/06/2026,5:00:51 PM,1,1,1,0
,78,19/06/2026,5:00:58 PM,1,1,1,0
,39,19/06/2026,5:01:03 PM,1,1,1,0
,79,19/06/2026,5:01:10 PM,1,1,1,0
,91,19/06/2026,5:01:14 PM,1,1,1,0
,49,19/06/2026,5:01:20 PM,1,1,1,0
,83,19/06/2026,5:01:26 PM,1,1,1,0
